"","Lineup","Offensive Poss","ORtg","TO%","OREB%","Defensive Poss","DRtg","Forced TO%","Allowed OREB%","Team"
"1031","Jackson, Cameron || Micovic, Strahinja || Novak, Jovan || Warren, Andrew || Zylka, Ferdinand",3,0,0.67,0,3.88,1.8,0.26,2,"SYNTAINICS MBC"
"1032","Dorsey, Joey || Kerusch, Sergio || Novak, Jovan || Warren, Andrew || Zylka, Ferdinand",5,1.6,0.2,1,5,1.6,0,0,"SYNTAINICS MBC"
"1033","Brembly, David || Kajami-Keane, Kaza || Kerusch, Sergio || Novak, Jovan || Turudic, Benedikt",3,1,0.33,0,4,1.5,0,0,"SYNTAINICS MBC"
"1034","Brembly, David || Gbinije, Michael || Kerusch, Sergio || Novak, Jovan || Turudic, Benedikt",2.88,0.69,0.35,0,2.44,0.41,0,0,"SYNTAINICS MBC"
"1035","Gbinije, Michael || Novak, Jovan || Turudic, Benedikt || Warren, Andrew || Zylka, Ferdinand",3.32,0.9,0,0,3,0.67,0.33,0,"SYNTAINICS MBC"
"1036","Eberhardt, Sheldon || Jackson, Cameron || Micovic, Strahinja || Novak, Jovan || Zylka, Ferdinand",2.88,1.39,0,0,3.76,1.06,0,0,"SYNTAINICS MBC"
"1037","Brembly, David || Gbinije, Michael || Kajami-Keane, Kaza || Novak, Jovan || Turudic, Benedikt",4,1.25,0.5,NA,2.88,0.69,0,0,"SYNTAINICS MBC"
"1038","Brembly, David || Gbinije, Michael || Kajami-Keane, Kaza || Micovic, Strahinja || Zylka, Ferdinand",5,1.6,0.2,0,4.88,1.23,0,0.33,"SYNTAINICS MBC"
"1039","Brembly, David || Gbinije, Michael || Kajami-Keane, Kaza || Micovic, Strahinja || Turudic, Benedikt",2,1,0,0,2.32,2.16,0.43,NA,"SYNTAINICS MBC"
"1040","Brembly, David || Darden, Tremmell || Gbinije, Michael || Novak, Jovan || Zylka, Ferdinand",5,1.2,0.2,0.33,4,1.25,0,0.5,"SYNTAINICS MBC"
"1041","Jackson, Cameron || Kerusch, Sergio || Novak, Jovan || Warren, Andrew || Zylka, Ferdinand",2,1,0,0,1.88,1.06,0.53,1,"SYNTAINICS MBC"
"1042","Dorsey, Joey || Gbinije, Michael || Kajami-Keane, Kaza || Micovic, Strahinja || Novak, Jovan",2.88,0.69,0.35,0,3,1,0,0,"SYNTAINICS MBC"
"1043","Brembly, David || Kajami-Keane, Kaza || Micovic, Strahinja || Warren, Andrew || Zylka, Ferdinand",3.88,1.29,0,0,3,1.33,0,0,"SYNTAINICS MBC"
"1044","Brembly, David || Gbinije, Michael || Novak, Jovan || Okao, Anthony || Warren, Andrew",4,1.25,0.25,0.5,4,2.5,0,NA,"SYNTAINICS MBC"
"1045","Brembly, David || Dorsey, Joey || Kajami-Keane, Kaza || Kerusch, Sergio || Zylka, Ferdinand",3.76,1.06,0,1,1,0,1,NA,"SYNTAINICS MBC"
"1046","Brembly, David || Dorsey, Joey || Gbinije, Michael || Kajami-Keane, Kaza || Kerusch, Sergio",2,0,1,NA,4,0,0.75,0,"SYNTAINICS MBC"
"1047","Brembly, David || Darden, Tremmell || Dorsey, Joey || Kajami-Keane, Kaza || Micovic, Strahinja",2,0,0.5,1,1.88,0.53,0,0.67,"SYNTAINICS MBC"
"1048","Brembly, David || Novak, Jovan || Turudic, Benedikt || Warren, Andrew || Zylka, Ferdinand",2.44,0.82,0,0,1.88,1.06,0,0,"SYNTAINICS MBC"
"1049","Brembly, David || Dorsey, Joey || Kajami-Keane, Kaza || Kerusch, Sergio || Warren, Andrew",4,1.25,0.5,NA,4,1,0.5,1,"SYNTAINICS MBC"
"1050","Brembly, David || Dorsey, Joey || Kajami-Keane, Kaza || Kerusch, Sergio || Novak, Jovan",2,0,0.5,0.5,2.88,2.08,0,1,"SYNTAINICS MBC"
"1051","Brembly, David || Dorsey, Joey || Gbinije, Michael || Kajami-Keane, Kaza || Zylka, Ferdinand",2.88,1.39,0,0,3,0.67,0.33,0,"SYNTAINICS MBC"
"1052","Brembly, David || Darden, Tremmell || Kajami-Keane, Kaza || Krstanovic, Marko || Micovic, Strahinja",3,2,0,0,4.88,0.41,0.2,0,"SYNTAINICS MBC"
"1053","Kajami-Keane, Kaza || Kerusch, Sergio || Novak, Jovan || Turudic, Benedikt || Zylka, Ferdinand",4,2.25,0,NA,3.88,1.03,0.26,0.5,"SYNTAINICS MBC"
"1054","Gbinije, Michael || Kajami-Keane, Kaza || Kerusch, Sergio || Novak, Jovan || Warren, Andrew",2.88,1.39,0,0,2,2.5,0,NA,"SYNTAINICS MBC"
"1055","Eberhardt, Sheldon || Kerusch, Sergio || Novak, Jovan || Turudic, Benedikt || Warren, Andrew",2.88,1.04,0,0,2,0,0.5,0,"SYNTAINICS MBC"
"1056","Dorsey, Joey || Gbinije, Michael || Kajami-Keane, Kaza || Kerusch, Sergio || Zylka, Ferdinand",1.44,2.08,0,1,1,0,0,1,"SYNTAINICS MBC"
"1057","Brembly, David || Gbinije, Michael || Kerusch, Sergio || Warren, Andrew || Zylka, Ferdinand",4,2.25,0,NA,3.88,1.03,0,0.33,"SYNTAINICS MBC"
"1058","Brembly, David || Darden, Tremmell || Gbinije, Michael || Kajami-Keane, Kaza || Warren, Andrew",1.88,2.13,0,NA,2,0,0,0.33,"SYNTAINICS MBC"
"1059","Kerusch, Sergio || Micovic, Strahinja || Novak, Jovan || Warren, Andrew || Zylka, Ferdinand",2.76,2.54,0,NA,2,3,0,NA,"SYNTAINICS MBC"
"1060","Jackson, Cameron || Kajami-Keane, Kaza || Krstanovic, Marko || Micovic, Strahinja || Zylka, Ferdinand",2,2.5,0,1,1.88,1.6,0,NA,"SYNTAINICS MBC"
"1061","Gbinije, Michael || Kajami-Keane, Kaza || Novak, Jovan || Turudic, Benedikt || Zylka, Ferdinand",1,3,0,1,2,1.5,0,0,"SYNTAINICS MBC"
"1062","Eberhardt, Sheldon || Jackson, Cameron || Kerusch, Sergio || Novak, Jovan || Warren, Andrew",2,0,0.5,0,2,1,0.5,NA,"SYNTAINICS MBC"
"1063","Eberhardt, Sheldon || Gbinije, Michael || Micovic, Strahinja || Novak, Jovan || Turudic, Benedikt",2,0,1,NA,3,1.33,0,0.67,"SYNTAINICS MBC"
"1064","Darden, Tremmell || Kajami-Keane, Kaza || Micovic, Strahinja || Warren, Andrew || Zylka, Ferdinand",4,1,0.25,0,3,2.67,0,NA,"SYNTAINICS MBC"
"1065","Brembly, David || Kajami-Keane, Kaza || Novak, Jovan || Turudic, Benedikt || Warren, Andrew",3.32,1.51,0,0,1.88,1.06,0,0,"SYNTAINICS MBC"
"1066","Brembly, David || Gbinije, Michael || Novak, Jovan || Okao, Anthony || Zylka, Ferdinand",3.88,1.55,0,0,2.88,1.39,0.35,NA,"SYNTAINICS MBC"
"1067","Brembly, David || Gbinije, Michael || Kajami-Keane, Kaza || Kerusch, Sergio || Micovic, Strahinja",4,0,0.25,0,3,0,0.33,0.33,"SYNTAINICS MBC"
"1068","Eberhardt, Sheldon || Jackson, Cameron || Kajami-Keane, Kaza || Kerusch, Sergio || Warren, Andrew",1,3,0,1,1,0,0,0,"SYNTAINICS MBC"
"1069","Darden, Tremmell || Dorsey, Joey || Novak, Jovan || Warren, Andrew || Zylka, Ferdinand",3,1.67,0,0,4.44,2.03,0.23,NA,"SYNTAINICS MBC"
"1070","Brembly, David || Dorsey, Joey || Micovic, Strahinja || Novak, Jovan || Zylka, Ferdinand",2,2,0,NA,3.88,2.06,0,1,"SYNTAINICS MBC"
"1071","Brembly, David || Dorsey, Joey || Gbinije, Michael || Kerusch, Sergio || Novak, Jovan",1,0,1,NA,3.44,2.33,0,NA,"SYNTAINICS MBC"
"1072","Brembly, David || Kajami-Keane, Kaza || Micovic, Strahinja || Novak, Jovan || Zylka, Ferdinand",2,0,0,0,2,1,0.5,1,"SYNTAINICS MBC"
"1073","Brembly, David || Gbinije, Michael || Kajami-Keane, Kaza || Kerusch, Sergio || Zylka, Ferdinand",2.32,2.59,0,NA,1,2,0,NA,"SYNTAINICS MBC"
"1074","Brembly, David || Dorsey, Joey || Kajami-Keane, Kaza || Turudic, Benedikt || Warren, Andrew",2.88,1.74,0.35,NA,2,1.5,0,0.5,"SYNTAINICS MBC"
"1075","Gbinije, Michael || Jackson, Cameron || Kajami-Keane, Kaza || Krstanovic, Marko || Micovic, Strahinja",1,0,0,0,0,NA,NA,NA,"SYNTAINICS MBC"
"1076","Brembly, David || Jackson, Cameron || Kerusch, Sergio || Novak, Jovan || Zylka, Ferdinand",3,1.67,0,0,2.88,1.39,0,0,"SYNTAINICS MBC"
"1077","Jackson, Cameron || Kajami-Keane, Kaza || Micovic, Strahinja || Warren, Andrew || Zylka, Ferdinand",1,2,0,1,2.32,1.72,0,NA,"SYNTAINICS MBC"
"1078","Jackson, Cameron || Kajami-Keane, Kaza || Kerusch, Sergio || Krstanovic, Marko || Zylka, Ferdinand",2,1,0.5,NA,1,0,0,0,"SYNTAINICS MBC"
"1079","Gbinije, Michael || Kajami-Keane, Kaza || Turudic, Benedikt || Warren, Andrew || Zylka, Ferdinand",1,2,0,NA,2,1,0,0.5,"SYNTAINICS MBC"
"1080","Gbinije, Michael || Kajami-Keane, Kaza || Kerusch, Sergio || Novak, Jovan || Zylka, Ferdinand",3,1.33,0,0,3,1.67,0,0.5,"SYNTAINICS MBC"
"1081","Eberhardt, Sheldon || Kajami-Keane, Kaza || Kerusch, Sergio || Micovic, Strahinja || Novak, Jovan",1,0,0,0,1.88,2.13,0,1,"SYNTAINICS MBC"
"1082","Darden, Tremmell || Gbinije, Michael || Micovic, Strahinja || Novak, Jovan || Zylka, Ferdinand",2,2,0,1,2,1,0,0,"SYNTAINICS MBC"
"1083","Darden, Tremmell || Dorsey, Joey || Kajami-Keane, Kaza || Micovic, Strahinja || Novak, Jovan",2,1.5,0,0,2.88,1.74,0,0,"SYNTAINICS MBC"
"1084","Jackson, Cameron || Kerusch, Sergio || Krstanovic, Marko || Novak, Jovan || Zylka, Ferdinand",1.88,1.06,0,0,2,1,0.5,1,"SYNTAINICS MBC"
"1085","Eberhardt, Sheldon || Kerusch, Sergio || Micovic, Strahinja || Novak, Jovan || Zylka, Ferdinand",3,1,0.33,0,4,2.25,0,NA,"SYNTAINICS MBC"
"1086","Eberhardt, Sheldon || Jackson, Cameron || Micovic, Strahinja || Novak, Jovan || Warren, Andrew",4,1,0.25,0,3,2,0,NA,"SYNTAINICS MBC"
"1087","Brembly, David || Jackson, Cameron || Kajami-Keane, Kaza || Micovic, Strahinja || Warren, Andrew",1.44,2.08,0,NA,1,2,0,NA,"SYNTAINICS MBC"
"1088","Brembly, David || Gbinije, Michael || Kajami-Keane, Kaza || Krstanovic, Marko || Zylka, Ferdinand",2,0,0,0,1.32,1.52,0,NA,"SYNTAINICS MBC"
"1089","Brembly, David || Darden, Tremmell || Micovic, Strahinja || Warren, Andrew || Zylka, Ferdinand",1,0,0,0.5,0,NA,NA,NA,"SYNTAINICS MBC"
"1090","Brembly, David || Kajami-Keane, Kaza || Micovic, Strahinja || Turudic, Benedikt || Zylka, Ferdinand",1,0,1,NA,1,0,0,0,"SYNTAINICS MBC"
"1091","Brembly, David || Dorsey, Joey || Gbinije, Michael || Novak, Jovan || Turudic, Benedikt",1,0,0,0,2,1,0,0,"SYNTAINICS MBC"
"1092","Dorsey, Joey || Gbinije, Michael || Kajami-Keane, Kaza || Kerusch, Sergio || Novak, Jovan",2,0,0.5,0,1,0,0,0,"SYNTAINICS MBC"
"1093","Brembly, David || Kajami-Keane, Kaza || Kerusch, Sergio || Warren, Andrew || Zylka, Ferdinand",1,2,0,NA,1,0,0,0,"SYNTAINICS MBC"
"1094","Brembly, David || Gbinije, Michael || Kajami-Keane, Kaza || Okao, Anthony || Zylka, Ferdinand",1,0,1,1,1.88,1.6,0,NA,"SYNTAINICS MBC"
"1095","Kajami-Keane, Kaza || Novak, Jovan || Turudic, Benedikt || Warren, Andrew || Zylka, Ferdinand",1,0,0,0,1,2,0,NA,"SYNTAINICS MBC"
"1096","Kajami-Keane, Kaza || Kerusch, Sergio || Okao, Anthony || Warren, Andrew || Zylka, Ferdinand",1.88,0.53,0.53,NA,2,2.5,0,NA,"SYNTAINICS MBC"
"1097","Dorsey, Joey || Kajami-Keane, Kaza || Micovic, Strahinja || Warren, Andrew || Zylka, Ferdinand",2,0,1,NA,2,2,0,NA,"SYNTAINICS MBC"
"1098","Dorsey, Joey || Kajami-Keane, Kaza || Krstanovic, Marko || Micovic, Strahinja || Warren, Andrew",2,1,0.5,NA,2.44,2.46,0,NA,"SYNTAINICS MBC"
"1099","Brembly, David || Kajami-Keane, Kaza || Kerusch, Sergio || Novak, Jovan || Zylka, Ferdinand",1,2,0,NA,2,1.5,0,0,"SYNTAINICS MBC"
"1100","Baslyk, Daniel || Kajami-Keane, Kaza || Krstanovic, Marko || Okao, Anthony || Zylka, Ferdinand",2,0,1,NA,1,0,1,NA,"SYNTAINICS MBC"
"1101","Kerusch, Sergio || Novak, Jovan || Okao, Anthony || Warren, Andrew || Zylka, Ferdinand",1,3,0,NA,0,NA,NA,1,"SYNTAINICS MBC"
"1102","Gbinije, Michael || Kerusch, Sergio || Okao, Anthony || Warren, Andrew || Zylka, Ferdinand",1,0,0,0,1,3,0,NA,"SYNTAINICS MBC"
"1103","Eberhardt, Sheldon || Kajami-Keane, Kaza || Kerusch, Sergio || Novak, Jovan || Turudic, Benedikt",1,0,0,0,0,NA,NA,NA,"SYNTAINICS MBC"
"1104","Brembly, David || Gbinije, Michael || Kajami-Keane, Kaza || Novak, Jovan || Okao, Anthony",1,2,0,1,1,2,0,NA,"SYNTAINICS MBC"
"1105","Brembly, David || Dorsey, Joey || Micovic, Strahinja || Novak, Jovan || Warren, Andrew",1,0,1,NA,1,3,0,NA,"SYNTAINICS MBC"
"1106","Brembly, David || Dorsey, Joey || Kajami-Keane, Kaza || Novak, Jovan || Zylka, Ferdinand",1,0,0,0,1,2,0,NA,"SYNTAINICS MBC"
"1107","Gbinije, Michael || Kerusch, Sergio || Turudic, Benedikt || Warren, Andrew || Zylka, Ferdinand",1,2,0,NA,1,0,1,NA,"SYNTAINICS MBC"
"1108","Baslyk, Daniel || Brembly, David || Krstanovic, Marko || Novak, Jovan || Zylka, Ferdinand",1,0,0,0,0,NA,NA,NA,"SYNTAINICS MBC"
"1109","Brembly, David || Gbinije, Michael || Kajami-Keane, Kaza || Okao, Anthony || Warren, Andrew",1,2,0,NA,1,3,0,NA,"SYNTAINICS MBC"
"1110","Brembly, David || Dorsey, Joey || Kajami-Keane, Kaza || Micovic, Strahinja || Novak, Jovan",1,0,1,NA,0,NA,NA,NA,"SYNTAINICS MBC"
"1111","Lee, Paris || Marei, Assem || Olinde, Louis || Sengfelder, Christian || Taylor, Kameron",208.6,1.16,0.19,0.48,202.08,0.99,0.18,0.26,"Brose Bamberg"
"1112","Lee, Paris || Marei, Assem || Olinde, Louis || Sengfelder, Christian || Weidemann, Nelson",138.16,1.11,0.17,0.33,127.92,0.93,0.13,0.22,"Brose Bamberg"
"1113","Carrera, Michael || Harris, Elias || McLean, Tre || Obasohan, Retin || Taylor, Kameron",70.68,1.29,0.2,0.39,74.92,1.05,0.11,0.22,"Brose Bamberg"
"1114","Lee, Paris || Marei, Assem || Olinde, Louis || Sengfelder, Christian || Taylor, Bryce",44.28,1.29,0.23,0.52,49.28,1.4,0.16,0.18,"Brose Bamberg"
"1115","Lee, Paris || Marei, Assem || McLean, Tre || Sengfelder, Christian || Taylor, Kameron",52.04,1.31,0.08,0.41,51.52,1.07,0.16,0.29,"Brose Bamberg"
"1116","Harris, Elias || Lee, Paris || McLean, Tre || Sengfelder, Christian || Taylor, Kameron",39.72,0.98,0.2,0.13,41.28,1.26,0.17,0.31,"Brose Bamberg"
"1117","Atkins, Darion || Harris, Elias || McLean, Tre || Obasohan, Retin || Taylor, Kameron",30.96,0.9,0.23,0.35,34.96,1.2,0.09,0.17,"Brose Bamberg"
"1118","Harris, Elias || Lee, Paris || Olinde, Louis || Sengfelder, Christian || Taylor, Kameron",30.64,1.66,0.16,0,32.28,0.93,0.15,0.31,"Brose Bamberg"
"1119","Lee, Paris || Marei, Assem || Sengfelder, Christian || Taylor, Bryce || Taylor, Kameron",32.08,1.03,0.16,0.33,30.28,0.53,0.26,0.28,"Brose Bamberg"
"1120","Lee, Paris || Marei, Assem || McLean, Tre || Olinde, Louis || Sengfelder, Christian",29.84,1.37,0.17,0.44,32.2,0.9,0.25,0.31,"Brose Bamberg"
"1121","Harris, Elias || McLean, Tre || Obasohan, Retin || Sengfelder, Christian || Taylor, Bryce",29.52,1.29,0.14,0.33,33.84,1.06,0.12,0.58,"Brose Bamberg"
"1122","Atkins, Darion || Harris, Elias || McLean, Tre || Obasohan, Retin || Taylor, Bryce",29.08,0.89,0.1,0.13,24.08,1.45,0.25,0.44,"Brose Bamberg"
"1123","Lee, Paris || Marei, Assem || McLean, Tre || Sengfelder, Christian || Weidemann, Nelson",27.64,0.72,0.33,0.27,30,1.23,0.23,0.38,"Brose Bamberg"
"1124","Harris, Elias || Lee, Paris || Obasohan, Retin || Olinde, Louis || Sengfelder, Christian",24.96,1.16,0.24,0.38,18.4,0.82,0.27,0.38,"Brose Bamberg"
"1125","Harris, Elias || McLean, Tre || Obasohan, Retin || Sengfelder, Christian || Taylor, Kameron",23.76,1.18,0.17,0.45,23.52,1.15,0.17,0.12,"Brose Bamberg"
"1126","Harris, Elias || Lee, Paris || McLean, Tre || Olinde, Louis || Sengfelder, Christian",20.96,0.91,0.14,0.2,22.84,1.18,0.09,0.27,"Brose Bamberg"
"1127","Lee, Paris || Marei, Assem || Obasohan, Retin || Olinde, Louis || Sengfelder, Christian",21.28,1.93,0.05,0.78,22.32,1.12,0.13,0.11,"Brose Bamberg"
"1128","Lee, Paris || Marei, Assem || Olinde, Louis || Sengfelder, Christian || Stuckey, Maurice",24.32,1.15,0.16,0.33,23,0.78,0.17,0.25,"Brose Bamberg"
"1129","Harris, Elias || McLean, Tre || Obasohan, Retin || Olinde, Louis || Taylor, Kameron",18.52,1.4,0.11,0,18.32,0.87,0.38,0,"Brose Bamberg"
"1130","Atkins, Darion || Harris, Elias || McLean, Tre || Obasohan, Retin || Weidemann, Nelson",14.64,1.09,0.07,0.43,12,0.92,0.17,0.29,"Brose Bamberg"
"1131","Harris, Elias || McLean, Tre || Obasohan, Retin || Olinde, Louis || Seric, Mateo",14.08,1.21,0.21,0.4,12.52,1.04,0.24,0.5,"Brose Bamberg"
"1132","Harris, Elias || McLean, Tre || Obasohan, Retin || Olinde, Louis || Taylor, Bryce",17.88,0.84,0.17,0,17.88,0.73,0.17,0.22,"Brose Bamberg"
"1133","Harris, Elias || Lee, Paris || McLean, Tre || Sengfelder, Christian || Taylor, Bryce",18.64,1.07,0.16,0,17.44,1.61,0.06,0,"Brose Bamberg"
"1134","Carrera, Michael || Harris, Elias || Lee, Paris || McLean, Tre || Taylor, Bryce",18.76,1.01,0.21,0.36,17.76,1.8,0.06,0.4,"Brose Bamberg"
"1135","Crawford, Jordan || Harris, Elias || Obasohan, Retin || Olinde, Louis || Taylor, Kameron",13.76,1.38,0.15,0.33,16.4,1.83,0,0.33,"Brose Bamberg"
"1136","Marei, Assem || Obasohan, Retin || Olinde, Louis || Sengfelder, Christian || Taylor, Kameron",14.44,0.48,0.35,0.5,13.76,1.53,0.07,0,"Brose Bamberg"
"1137","Carrera, Michael || Harris, Elias || Lee, Paris || McLean, Tre || Taylor, Kameron",12.2,0.98,0.16,0.2,12.08,0.58,0.25,0.33,"Brose Bamberg"
"1138","Atkins, Darion || Harris, Elias || Lee, Paris || McLean, Tre || Obasohan, Retin",9.76,1.64,0,0.4,12.2,1.31,0.16,0.67,"Brose Bamberg"
"1139","Harris, Elias || Lee, Paris || Obasohan, Retin || Sengfelder, Christian || Taylor, Bryce",12,1.5,0,0.43,11.08,1.35,0.18,0,"Brose Bamberg"
"1140","Carrera, Michael || Harris, Elias || Lee, Paris || Olinde, Louis || Taylor, Kameron",11.32,0.8,0.35,0,12,1.17,0,0.25,"Brose Bamberg"
"1141","Marei, Assem || Olinde, Louis || Stuckey, Maurice || Taylor, Bryce || Weidemann, Nelson",10.96,1.37,0.36,1,12.2,1.15,0,0.17,"Brose Bamberg"
"1142","Atkins, Darion || Harris, Elias || McLean, Tre || Obasohan, Retin || Olinde, Louis",11.64,0.86,0.26,0.25,12,0.42,0.25,0,"Brose Bamberg"
"1143","Lee, Paris || Marei, Assem || McLean, Tre || Sengfelder, Christian || Taylor, Bryce",11.88,1.01,0.17,0.33,11,1.18,0,0.17,"Brose Bamberg"
"1144","Carrera, Michael || Lee, Paris || Marei, Assem || Olinde, Louis || Sengfelder, Christian || Weidemann, Nelson",10,0.9,0.2,0.33,10.88,0.92,0.28,0.4,"Brose Bamberg"
"1145","Atkins, Darion || Harris, Elias || Lee, Paris || McLean, Tre || Taylor, Bryce",12.88,0.7,0.23,0.2,11.76,1.53,0.17,0,"Brose Bamberg"
"1146","Lee, Paris || Marei, Assem || McLean, Tre || Obasohan, Retin || Sengfelder, Christian",11.88,1.01,0.17,0.33,12.32,1.54,0.16,0,"Brose Bamberg"
"1147","Harris, Elias || McLean, Tre || Obasohan, Retin || Seric, Mateo || Taylor, Kameron",9.64,1.04,0.31,0,12.64,1.42,0.16,0.33,"Brose Bamberg"
"1148","Lee, Paris || McLean, Tre || Olinde, Louis || Sengfelder, Christian || Taylor, Kameron",7.76,1.29,0.13,0.33,9.2,1.2,0,0,"Brose Bamberg"
"1149","Carrera, Michael || Harris, Elias || Lee, Paris || McLean, Tre || Obasohan, Retin",9.64,1.45,0,0.4,5.88,1.36,0.34,0,"Brose Bamberg"
"1150","Atkins, Darion || McLean, Tre || Olinde, Louis || Sengfelder, Christian || Taylor, Kameron",7.88,1.4,0,0.4,6.64,0.6,0.15,0.25,"Brose Bamberg"
"1151","Atkins, Darion || Harris, Elias || Lee, Paris || Olinde, Louis || Taylor, Kameron",8.32,1.32,0,0.6,8.32,1.56,0.12,0.75,"Brose Bamberg"
"1152","Carrera, Michael || Marei, Assem || Obasohan, Retin || Olinde, Louis || Sengfelder, Christian || Weidemann, Nelson",8,1.25,0.12,0.25,7.88,0.89,0.25,0.25,"Brose Bamberg"
"1153","Carrera, Michael || Harris, Elias || McLean, Tre || Taylor, Bryce || Weidemann, Nelson",8,1.38,0.12,0.33,9.76,0.82,0.1,0.33,"Brose Bamberg"
"1154","Harris, Elias || McLean, Tre || Sengfelder, Christian || Taylor, Bryce || Taylor, Kameron",5.64,2.13,0,1,5.76,1.22,0.17,0,"Brose Bamberg"
"1155","Atkins, Darion || Harris, Elias || Lee, Paris || McLean, Tre || Taylor, Kameron",7.88,0.89,0.25,0,9,1.33,0.22,0.5,"Brose Bamberg"
"1156","Carrera, Michael || Harris, Elias || Obasohan, Retin || Olinde, Louis || Taylor, Kameron",7.32,1.37,0.14,0,10,0.6,0.2,0.2,"Brose Bamberg"
"1157","Marei, Assem || Olinde, Louis || Sengfelder, Christian || Taylor, Kameron || Weidemann, Nelson",7.32,1.09,0,0,6.76,0.89,0.3,0,"Brose Bamberg"
"1158","Marei, Assem || Olinde, Louis || Sengfelder, Christian || Stuckey, Maurice || Taylor, Kameron",6.88,1.02,0.29,0.75,4.88,1.64,0,0,"Brose Bamberg"
"1159","Harris, Elias || McLean, Tre || Obasohan, Retin || Seric, Mateo || Stuckey, Maurice",6.88,0.73,0.15,0.25,6.64,1.36,0.15,0.5,"Brose Bamberg"
"1160","Harris, Elias || Lee, Paris || Olinde, Louis || Taylor, Bryce || Taylor, Kameron",5.88,0.85,0.34,0.8,4.76,0.42,0,0,"Brose Bamberg"
"1161","Carrera, Michael || Olinde, Louis || Sengfelder, Christian || Taylor, Bryce || Weidemann, Nelson",5,1,0.2,0.33,5.44,1.47,0.18,0.67,"Brose Bamberg"
"1162","Harris, Elias || Lee, Paris || Olinde, Louis || Sengfelder, Christian || Taylor, Bryce",5,1.8,0,0,8,0.75,0,0.57,"Brose Bamberg"
"1163","Carrera, Michael || Harris, Elias || McLean, Tre || Obasohan, Retin || Stuckey, Maurice",10.88,1.38,0.18,0.33,9,1.67,0.11,0.33,"Brose Bamberg"
"1164","Lee, Paris || Sengfelder, Christian || Seric, Mateo || Taylor, Kameron || Weidemann, Nelson",4.76,0.63,0.42,0.5,5.64,0.89,0,0,"Brose Bamberg"
"1165","Harris, Elias || Lee, Paris || Olinde, Louis || Sengfelder, Christian || Weidemann, Nelson",5.88,0.68,0.17,0,4.88,1.23,0.2,0.5,"Brose Bamberg"
"1166","Carrera, Michael || Harris, Elias || McLean, Tre || Stuckey, Maurice || Weidemann, Nelson",4.2,1.9,0,1,6,0.83,0.17,0,"Brose Bamberg"
"1167","Carrera, Michael || Harris, Elias || McLean, Tre || Olinde, Louis || Weidemann, Nelson",6.88,1.16,0.15,0,6.44,0.93,0,0.2,"Brose Bamberg"
"1168","Lee, Paris || Marei, Assem || Sengfelder, Christian || Taylor, Bryce || Weidemann, Nelson",2.44,1.64,0,1,2.76,1.09,0,1,"Brose Bamberg"
"1169","Harris, Elias || Lee, Paris || McLean, Tre || Obasohan, Retin || Sengfelder, Christian",5.88,1.02,0.17,0.33,5.76,1.56,0,0,"Brose Bamberg"
"1170","Carrera, Michael || Harris, Elias || Lee, Paris || McLean, Tre || Olinde, Louis",5.88,0.34,0.34,0.33,7.08,1.98,0.14,NA,"Brose Bamberg"
"1171","Harris, Elias || McLean, Tre || Obasohan, Retin || Olinde, Louis || Sengfelder, Christian",6.88,1.31,0.15,0.33,7,1,0.14,0,"Brose Bamberg"
"1172","Crawford, Jordan || Harris, Elias || Lee, Paris || Sengfelder, Christian || Taylor, Kameron",6,1.33,0.17,0,5.44,0.92,0,0,"Brose Bamberg"
"1173","Harris, Elias || McLean, Tre || Obasohan, Retin || Sengfelder, Christian || Weidemann, Nelson",3,0,0.33,0,3.88,1.55,0,0.5,"Brose Bamberg"
"1174","Crawford, Jordan || Lee, Paris || Marei, Assem || McLean, Tre || Olinde, Louis",5.76,1.91,0.17,NA,8,0.75,0.38,0.5,"Brose Bamberg"
"1175","Carrera, Michael || Harris, Elias || McLean, Tre || Taylor, Kameron || Weidemann, Nelson",6.32,1.42,0.16,0,3.88,1.29,0.26,NA,"Brose Bamberg"
"1176","Atkins, Darion || Lee, Paris || Olinde, Louis || Seric, Mateo || Taylor, Bryce",4.44,1.13,0,0.33,6,0.33,0.33,0.33,"Brose Bamberg"
"1177","Harris, Elias || Lee, Paris || Olinde, Louis || Sengfelder, Christian || Stuckey, Maurice",3.88,1.8,0,1,4.88,0.61,0,0.25,"Brose Bamberg"
"1178","Atkins, Darion || McLean, Tre || Obasohan, Retin || Sengfelder, Christian || Weidemann, Nelson",4,2.25,0,NA,6.32,0.79,0.16,0,"Brose Bamberg"
"1179","Lee, Paris || Marei, Assem || Obasohan, Retin || Sengfelder, Christian || Taylor, Kameron",5,1.2,0,0.5,5.44,1.1,0,0,"Brose Bamberg"
"1180","Harris, Elias || McLean, Tre || Sengfelder, Christian || Stuckey, Maurice || Weidemann, Nelson",6.2,0.81,0.32,0,5,1.4,0.2,0,"Brose Bamberg"
"1181","Carrera, Michael || Harris, Elias || McLean, Tre || Obasohan, Retin || Weidemann, Nelson",7.88,0.76,0.25,0.33,7.88,1.65,0.13,0,"Brose Bamberg"
"1182","McLean, Tre || Sengfelder, Christian || Seric, Mateo || Weidemann, Nelson",4.88,0.2,0.2,0,5,2.2,0.2,1,"Brose Bamberg"
"1183","Harris, Elias || Lee, Paris || Sengfelder, Christian || Taylor, Bryce || Weidemann, Nelson",6,0.83,0,0,6.88,1.16,0.15,0,"Brose Bamberg"
